Part_ID,Cohort,Session,Group,Grade,Age,Months_at_Start,AoA_SPA,AoA_ENG,SPA_Use,SPA_Contexts,ENG_Contexts,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Contexts,SPA_Pct,Lang_Group,Verb_Freq_Std,Interface,Timing,Months_at_Start_Std
H47,1,1,HS 2nd,2,8,99,NA,NA,NA,2,6,NA,8,Production,Prod-05,0,NA,NA,0,1,NA,estan comiendo el. pizza,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,No,Early,NA
H47,1,1,HS 2nd,2,8,99,NA,NA,NA,2,6,NA,8,Production,Prod-11,1,NA,NA,1,1,english verb,esta showering el perro,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,No,Early,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-07,1,NA,NA,1,1,NA,estan contando losnumeros,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,No,Early,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-11,1,NA,NA,1,1,NA,lavan el perro,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,No,Early,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-13,1,NA,NA,1,1,NA,oyen la musica,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-03,1,NA,NA,1,1,NA,se pica. a los globos y se estalla,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-05,0,NA,NA,0,1,NA,se comer el pizza,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-07,1,NA,NA,1,1,NA,se dice los numeros en la cabeza,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-09,1,NA,NA,1,1,NA,se pontar las chaquetas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-11,0,NA,NA,0,1,NA,se limpia la perro,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-13,0,NA,NA,0,1,english verb,they listen to el musica,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-15,1,NA,NA,1,1,NA,pontar los libros en la mesa,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-17,0,NA,NA,0,1,NA,se comen los galletas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-19,1,NA,NA,1,1,NA,se cocinando elpescado,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-21,1,NA,NA,1,1,NA,la. se. cierra la puerta,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-23,1,NA,NA,1,1,NA,se juegan con los. instrumentos,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H50,1,1,HS 2nd,2,8,96,NA,NA,NA,3,3,NA,3,Production,Prod-25,1,NA,NA,1,1,NA,se pontar las mascarillas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-2.3914700831314444,HS,2nd grade,6,0.5,HS,Placeholder,No,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-19,0,NA,NA,0,1,NA,esta abriendo el puerta,English,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,No,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-11,1,NA,NA,1,1,NA,estan dando un baño,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,No,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-15,1,NA,NA,1,0,NA,estan poniendo los libro,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,No,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-17,1,NA,NA,1,1,NA,estan comiendo las galletas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,No,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-09,1,NA,NA,1,1,NA,se ponen las chaquetas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,No,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-11,1,NA,NA,1,1,NA,la está dando un baño,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,No,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-15,1,NA,NA,1,1,NA,están poniendo los libros en la mesa,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,No,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-19,1,NA,NA,1,1,NA,están cocinando el pescado,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,No,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-23,1,NA,NA,1,1,NA,los niños cogen los instrumentos juegan con ellos,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-05,1,NA,NA,1,1,NA,comen la pizza,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-07,1,NA,NA,1,1,NA,cuentan los números,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-09,1,NA,NA,1,1,NA,ponen las chaquetas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-11,1,NA,NA,1,1,SUBJ,laven el perro,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-13,1,NA,NA,1,1,NA,escuchan a la música,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-15,1,NA,NA,1,1,NA,poniendo los libros,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-17,1,NA,NA,1,1,NA,comen las galletas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-19,1,NA,NA,1,1,SUBJ,cocinen el pescado,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-21,1,NA,NA,1,1,SUBJ,cierren la puerta,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-23,1,NA,NA,1,1,NA,tocan los instrumentos,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-25,1,NA,NA,1,1,NA,ponen las mascarillas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-03,1,NA,NA,1,1,NA,explotan el globo,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,No,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-05,1,NA,NA,1,1,NA,compartiendo la pizza,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,No,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-07,1,NA,NA,1,1,NA,están diciendo los números,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,No,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-11,1,NA,NA,1,1,NA,el perro,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,No,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-13,1,NA,NA,1,1,NA,escuchando la música,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-05,1,NA,NA,1,1,NA,comen la pizza,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-09,1,NA,NA,1,1,NA,sacan las chaqetas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-13,1,NA,NA,1,1,NA,oye la musica,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-15,1,NA,NA,1,1,Codes removed for DP (no determiner) -Jen NO VERB,libros en la mesa,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-17,1,NA,NA,1,1,NA,comen las galletas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-21,1,NA,NA,1,1,NA,cierran la puerta,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-23,1,NA,NA,1,1,NA,jugar los instrumentos,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,No,Early,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-15,1,NA,NA,1,1,NA,tener una mesa,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-09,1,NA,NA,1,1,NA,se pone la chaqueta,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-11,0,NA,NA,0,1,Code changed for DP gen -Jen,lavan la perro,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-13,1,NA,NA,1,1,no verb,la musica,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-15,1,NA,NA,1,1,NA,ponen los libros,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-19,1,NA,NA,1,1,NA,prepara el pescado,DP,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-21,1,NA,NA,1,1,NA,cierran la puerta,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-25,1,NA,NA,1,1,Se,se ponen la mascara,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,HS,Placeholder,No,Early,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-07,1,NA,NA,1,1,NA,contando los numeros,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,HS,Placeholder,No,Early,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-13,1,NA,NA,1,1,NA,escuchando la musica,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,HS,Placeholder,No,Early,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-17,1,NA,NA,1,1,NA,comiendo las galletas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,HS,Placeholder,No,Early,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-19,1,1,1,1,1,Cltiic doubled,estan cocinandolo el pescado,NA,Articles,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,HS,Placeholder,No,Early,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-21,1,NA,NA,1,1,NA,cerrar la puerta,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,HS,Placeholder,No,Early,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-25,1,NA,NA,1,1,NA,se ponen las mascaraillas,DP,Articles,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,HS,Placeholder,No,Early,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-07,1,NA,NA,1,1,NA,habla los numeros,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-13,1,NA,NA,1,1,NA,atencion para la musica,DP,Articles,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-15,1,NA,NA,1,1,NA,putting los libros,DP,Articles,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,HS,Placeholder,No,Early,NA
